Gm,Date,Tm,H_A,Opp,Result,R,RA,Inn,Record,Rank,GB,Win,Loss,Save,Time,D.N,Attendance,cLI,Streak,Orig_Scheduled,Year
103,"Thursday, Jul 30",TOR,H,KCR,W,5,2,,52-51,2,6.0,Estrada,Duffy,Osuna,2:33,N,30057,1.05,2,,2015
104,"Friday, Jul 31",TOR,H,KCR,W-wo,7,6,11,53-51,2,6.0,Hendriks,Morales,,3:23,N,29389,1.2,3,,2015
105,"Saturday, Aug 1",TOR,H,KCR,L,6,7,,53-52,3,6.0,Ventura,Lowe,Holland,2:30,D,37932,1.28,-1,,2015
106,"Sunday, Aug 2",TOR,H,KCR,W,5,2,,54-52,2,6.0,Dickey,Volquez,Osuna,3:02,D,45736,1.2,1,,2015
107,"Monday, Aug 3",TOR,H,MIN,W,5,1,,55-52,2,5.5,Price,Santana,,2:37,D,45766,1.4,2,,2015
108,"Tuesday, Aug 4",TOR,H,MIN,W,3,1,,56-52,2,5.5,Estrada,Hughes,Osuna,2:36,N,26504,1.45,3,,2015
109,"Wednesday, Aug 5",TOR,H,MIN,W,9,7,,57-52,2,4.5,Hutchison,Duffey,Hawkins,3:06,N,27725,1.55,4,,2015
110,"Thursday, Aug 6",TOR,H,MIN,W,9,3,,58-52,2,4.5,Buehrle,Gibson,,2:39,N,34847,1.64,5,,2015
111,"Friday, Aug 7",TOR,A,NYY,W,2,1,10,59-52,2,3.5,Cecil,Pinder,Osuna,3:02,N,42839,2.04,6,,2015
112,"Saturday, Aug 8",TOR,A,NYY,W,6,0,,60-52,2,2.5,Price,Nova,,2:57,D,45255,2.23,7,,2015
113,"Sunday, Aug 9",TOR,A,NYY,W,2,0,,61-52,2,1.5,Estrada,Tanaka,Osuna,2:59,D,42034,2.29,8,,2015
114,"Tuesday, Aug 11",TOR,H,OAK,W,4,2,,62-52,2,0.5,Hutchison,Graveman,Osuna,2:35,N,39381,1.8,9,,2015
115,"Wednesday, Aug 12",TOR,H,OAK,W,10,3,,63-52,1,up 0.5,Dickey,Brooks,,2:39,N,44597,1.79,10,,2015
116,"Thursday, Aug 13",TOR,H,OAK,W,4,2,,64-52,1,up 0.5,Buehrle,Chavez,Osuna,2:25,D,46902,1.72,11,,2015
117,"Friday, Aug 14",TOR,H,NYY,L,3,4,,64-53,2,0.5,Nova,Sanchez,Miller,3:14,N,46689,2.42,-1,,2015
118,"Saturday, Aug 15",TOR,H,NYY,L,1,4,,64-54,2,1.5,Tanaka,Estrada,,2:57,D,46630,2.44,-2,,2015
119,"Sunday, Aug 16",TOR,H,NYY,W,3,1,,65-54,2,0.5,Hutchison,Severino,Osuna,2:41,D,46792,2.45,1,,2015
120,"Tuesday, Aug 18",TOR,A,PHI,W,8,5,,66-54,2,1.0,Hendriks,Gomez,Osuna,3:10,N,26547,1.78,2,,2015
121,"Wednesday, Aug 19",TOR,A,PHI,L,4,7,,66-55,2,2.0,Morgan,Buehrle,Giles,2:24,N,26246,1.71,-1,,2015
122,"Friday, Aug 21",TOR,A,LAA,W,9,2,,67-55,2,0.5,Price,Santiago,,3:07,N,41110,1.85,1,,2015
123,"Saturday, Aug 22",TOR,A,LAA,W,15,3,,68-55,2,0.5,Estrada,Heaney,,3:16,N,42578,1.92,2,,2015
124,"Sunday, Aug 23",TOR,A,LAA,W,12,5,,69-55,1,up 0.5,Dickey,Richards,,3:03,D,37060,1.82,3,,2015
125,"Tuesday, Aug 25",TOR,A,TEX,W,6,5,,70-55,1,up 1.0,Hawkins,Tolleson,Osuna,3:02,N,22227,1.68,4,,2015
126,"Wednesday, Aug 26",TOR,A,TEX,W,12,4,,71-55,1,up 2.0,Price,Lewis,,3:19,N,20572,1.49,5,,2015
127,"Thursday, Aug 27",TOR,A,TEX,L,1,4,,71-56,1,up 1.5,Gallardo,Estrada,Tolleson,3:40,D,17884,1.32,-1,,2015
128,"Friday, Aug 28",TOR,H,DET,W,5,3,,72-56,1,up 1.5,Dickey,Boyd,Osuna,2:25,N,46518,1.41,1,,2015
129,"Saturday, Aug 29",TOR,H,DET,W,15,1,,73-56,1,up 1.5,Hutchison,Farmer,,3:25,D,46444,1.27,2,,2015
130,"Sunday, Aug 30",TOR,H,DET,W,9,2,,74-56,1,up 1.5,Buehrle,Simon,,2:38,D,46625,1.22,3,,2015
131,"Monday, Aug 31",TOR,H,CLE,L,2,4,,74-57,1,up 1.5,Salazar,Price,Allen,2:56,N,46643,1.18,-1,,2015
132,"Tuesday, Sep 1",TOR,H,CLE,W-wo,5,3,10,75-57,1,up 1.5,Lowe,Shaw,,3:06,N,41356,1.3,1,,2015
133,"Wednesday, Sep 2",TOR,H,CLE,W,5,1,,76-57,1,up 1.5,Dickey,Bauer,,2:34,N,46538,1.26,2,,2015
134,"Friday, Sep 4",TOR,H,BAL,L,2,10,,76-58,1,up 0.5,Jimenez,Hutchison,,2:56,N,46201,1.23,-1,,2015
135,"Saturday, Sep 5",TOR,H,BAL,W,5,1,,77-58,1,up 1.5,Price,Wright,,2:42,D,46373,1.31,1,,2015
136,"Sunday, Sep 6",TOR,H,BAL,W,10,4,,78-58,1,up 1.5,Estrada,Tillman,,3:22,D,46136,1.25,2,,2015
137,"Monday, Sep 7",TOR,A,BOS,L,4,11,,78-59,1,up 0.5,Porcello,Buehrle,,2:48,D,33659,1.16,-1,,2015
138,"Tuesday, Sep 8",TOR,A,BOS,W,5,1,10,79-59,1,up 1.5,Sanchez,Ogando,,3:23,N,33432,1.26,1,,2015
139,"Wednesday, Sep 9",TOR,A,BOS,L,4,10,,79-60,1,up 1.5,Kelly,Hutchison,,3:31,N,34464,1.13,-1,,2015
140,"Friday, Sep 11",TOR,A,NYY,W,11,5,,80-60,1,up 2.5,Price,Severino,,3:39,N,40220,2.33,1,,2015
141,"Saturday, Sep 12 (1)",TOR,A,NYY,W,9,5,11,81-60,1,up 4.5,Hendriks,Mitchell,Tepera,4:32,D,NA,2,2,2015-09-10 (Rain),2015
142,"Saturday, Sep 12 (2)",TOR,A,NYY,W,10,7,,82-60,1,up 4.5,Stroman,Nova,Lowe,3:31,N,46278,1.58,3,,2015
143,"Sunday, Sep 13",TOR,A,NYY,L,0,5,,82-61,1,up 3.5,Tanaka,Dickey,,2:40,D,39127,1.1,-1,,2015
144,"Tuesday, Sep 15",TOR,A,ATL,L-wo,2,3,,82-62,1,up 3.0,Vizcaino,Sanchez,,2:45,N,16399,0.96,-2,,2015
145,"Wednesday, Sep 16",TOR,A,ATL,W,9,1,,83-62,1,up 3.0,Price,Miller,,3:08,N,15178,0.95,1,,2015
146,"Thursday, Sep 17",TOR,A,ATL,W,5,0,,84-62,1,up 3.5,Estrada,Wisler,,2:36,N,19367,0.96,2,,2015
147,"Friday, Sep 18",TOR,H,BOS,W,6,1,,85-62,1,up 4.5,Stroman,Porcello,,2:32,N,47126,0.84,3,,2015
148,"Saturday, Sep 19",TOR,H,BOS,L,6,7,,85-63,1,up 3.5,Layne,Osuna,Ross,3:08,D,47415,0.61,-1,,2015
149,"Sunday, Sep 20",TOR,H,BOS,L,3,4,,85-64,1,up 2.5,Hill,Cecil,Ross,2:51,D,46743,0.85,-2,,2015
150,"Monday, Sep 21",TOR,H,NYY,W,4,2,,86-64,1,up 3.5,Price,Warren,Osuna,3:15,N,47648,2.25,1,,2015
151,"Tuesday, Sep 22",TOR,H,NYY,L,4,6,10,86-65,1,up 2.5,Miller,Lowe,,3:39,N,47992,1.68,-1,,2015
152,"Wednesday, Sep 23",TOR,H,NYY,W,4,0,,87-65,1,up 3.5,Stroman,Nova,,2:52,N,48056,2.53,1,,2015
153,"Friday, Sep 25",TOR,H,TBR,W,5,3,,88-65,1,up 4.0,Dickey,Odorizzi,Osuna,2:44,N,47696,1.02,2,,2015
154,"Saturday, Sep 26",TOR,H,TBR,W,10,8,,89-65,1,up 4.0,Price,Archer,Osuna,3:17,D,47094,0.58,3,,2015
155,"Sunday, Sep 27",TOR,H,TBR,W-wo,5,4,,90-65,1,up 4.0,Cecil,Geltz,,2:55,D,47287,0.52,4,,2015
156,"Monday, Sep 28",TOR,A,BAL,W,4,3,,91-65,1,up 5.0,Cecil,Brach,Osuna,2:36,N,19093,0.4,5,,2015
157,"Wednesday, Sep 30 (1)",TOR,A,BAL,W,15,2,,92-65,1,up 6.0,Stroman,Gonzalez,,3:17,D,NA,0.07,6,2015-09-29 (Rain),2015
158,"Wednesday, Sep 30 (2)",TOR,A,BAL,L,1,8,,92-66,1,up 6.0,Gausman,Tepera,,2:23,N,26330,0.04,-1,,2015
159,"Thursday, Oct 1",TOR,A,BAL,L,4,6,,92-67,1,up 5.0,McFarland,Hutchison,Britton,3:12,D,18257,0.03,-2,,2015
160,"Friday, Oct 2",TOR,A,TBR,W,8,4,,93-67,1,up 5.5,Buehrle,Romero,,3:07,N,13668,0.18,1,,2015
161,"Saturday, Oct 3",TOR,A,TBR,L-wo,3,4,,93-68,1,up 6.0,Colome,Osuna,,3:00,N,21963,0.14,-1,,2015
162,"Sunday, Oct 4",TOR,A,TBR,L,3,12,,93-69,1,up 6.0,Moore,Buehrle,,3:09,D,15815,0.23,-2,,2015
1,"Sunday, Apr 3",TOR,A,TBR,W,5,3,,1-0,1,up 0.5,Stroman,Archer,Osuna,2:51,D,31042,1.1,1,,2016
2,"Monday, Apr 4",TOR,A,TBR,W,5,3,,2-0,1,up 0.5,Dickey,Smyly,Osuna,2:58,N,15116,1.1,2,,2016
3,"Tuesday, Apr 5",TOR,A,TBR,L,2,3,,2-1,1,Tied,Colome,Cecil,,3:07,N,12757,1.13,-1,,2016
4,"Wednesday, Apr 6",TOR,A,TBR,L,3,5,,2-2,2,1.0,Ramirez,Floyd,,2:47,D,14257,1.11,-2,,2016
5,"Friday, Apr 8",TOR,H,BOS,L,7,8,,2-3,4,2.5,Barnes,Storen,Kimbrel,3:24,N,48871,1.08,-3,,2016
6,"Saturday, Apr 9",TOR,H,BOS,L,4,8,,2-4,5,3.0,Porcello,Dickey,,2:48,D,47138,1.01,-4,,2016
7,"Sunday, Apr 10",TOR,H,BOS,W,3,0,,3-4,4,3.0,Estrada,Wright,Osuna,2:27,D,46158,0.96,1,,2016
8,"Tuesday, Apr 12",TOR,H,NYY,L,2,3,,3-5,5,4.5,Barbato,Cecil,Miller,3:03,N,28819,1,-1,,2016
9,"Wednesday, Apr 13",TOR,H,NYY,W,7,2,,4-5,4,3.5,Happ,Pineda,,2:43,N,27938,0.92,1,,2016
10,"Thursday, Apr 14",TOR,H,NYY,W,4,2,,5-5,2,2.5,Stroman,Eovaldi,Osuna,2:22,N,36238,0.94,2,,2016
11,"Friday, Apr 15",TOR,A,BOS,L,3,5,,5-6,3,3.5,Porcello,Dickey,Kimbrel,3:02,N,31415,1.07,-1,,2016
12,"Saturday, Apr 16",TOR,A,BOS,L,2,4,,5-7,3,3.5,Price,Estrada,Kimbrel,2:43,D,36267,1,-2,,2016
13,"Sunday, Apr 17",TOR,A,BOS,W,5,3,,6-7,3,3.0,Sanchez,Wright,,3:09,D,37217,0.98,1,,2016
14,"Monday, Apr 18",TOR,A,BOS,W,4,3,,7-7,2,2.5,Happ,Uehara,Storen,3:12,D,37168,1.03,2,,2016
15,"Tuesday, Apr 19",TOR,A,BAL,W,4,3,,8-7,2,1.5,Stroman,Wright,Osuna,2:50,N,16783,1.14,3,,2016
16,"Wednesday, Apr 20",TOR,A,BAL,L-wo,3,4,10,8-8,2,2.5,Givens,Biagini,,3:22,N,15404,1.21,-1,,2016
17,"Thursday, Apr 21",TOR,A,BAL,L,2,3,,8-9,2,3.5,O'Day,Cecil,Britton,3:09,N,17644,1.15,-2,,2016
18,"Friday, Apr 22",TOR,H,OAK,L,5,8,,8-10,3,3.5,Gray,Sanchez,Madson,3:21,N,34251,0.95,-3,,2016
19,"Saturday, Apr 23",TOR,H,OAK,W,9,3,,9-10,2,3.5,Happ,Bassitt,,2:38,D,46334,0.91,1,,2016
20,"Sunday, Apr 24",TOR,H,OAK,W,6,3,,10-10,2,2.5,Hutchison,Surkamp,Osuna,2:44,D,46300,0.94,2,,2016
21,"Monday, Apr 25",TOR,H,CHW,L,5,7,,10-11,3,2.5,Putnam,Cecil,Robertson,3:24,N,24333,1,-1,,2016
22,"Tuesday, Apr 26",TOR,H,CHW,L,1,10,,10-12,4,2.5,Sale,Dickey,,2:35,N,23726,0.93,-2,,2016
23,"Wednesday, Apr 27",TOR,H,CHW,L,0,4,,10-13,4,3.5,Quintana,Estrada,,2:52,N,28759,0.9,-3,,2016
24,"Friday, Apr 29",TOR,A,TBR,W,6,1,,11-13,3,4.0,Sanchez,Smyly,,2:43,N,13679,0.92,1,,2016
25,"Saturday, Apr 30",TOR,A,TBR,L-wo,3,4,,11-14,4,4.0,Cedeno,Cecil,,2:52,N,14948,0.93,-1,,2016
26,"Sunday, May 1",TOR,A,TBR,W,5,1,,12-14,3,3.5,Stroman,Cedeno,,2:34,D,27217,0.91,1,,2016
27,"Monday, May 2",TOR,H,TEX,L,1,2,,12-15,4,4.0,Barnette,Floyd,Tolleson,2:44,N,25323,0.9,-1,,2016
28,"Tuesday, May 3",TOR,H,TEX,W-wo,3,1,10,13-15,3,3.5,Biagini,Klein,,3:25,N,24437,0.81,1,,2016
29,"Wednesday, May 4",TOR,H,TEX,W-wo,4,3,,14-15,3,3.0,Osuna,Barnette,,2:32,N,25229,0.89,2,,2016
30,"Thursday, May 5",TOR,H,TEX,W,12,2,,15-15,3,3.0,Happ,Holland,,2:33,N,35468,0.93,3,,2016
31,"Friday, May 6",TOR,H,LAD,W,5,2,,16-15,3,2.0,Floyd,Blanton,Storen,2:53,N,42304,1,4,,2016
32,"Saturday, May 7",TOR,H,LAD,L,2,6,,16-16,3,2.5,Kershaw,Dickey,,2:28,D,47156,0.99,-1,,2016
33,"Sunday, May 8",TOR,H,LAD,L,2,4,,16-17,4,3.5,Hatcher,Storen,Jansen,3:10,D,46665,0.93,-2,,2016
34,"Monday, May 9",TOR,A,SFG,W,3,1,,17-17,3,3.0,Sanchez,Peavy,Osuna,2:52,N,41256,0.87,1,,2016
35,"Tuesday, May 10",TOR,A,SFG,W,4,0,,18-17,3,3.0,Happ,Cain,Osuna,2:29,N,41464,0.91,2,,2016
36,"Wednesday, May 11",TOR,A,SFG,L-wo,4,5,13,18-18,3,4.0,Suarez,Tepera,,4:28,D,41372,0.99,-1,,2016
37,"Friday, May 13",TOR,A,TEX,W,5,0,,19-18,3,4.5,Dickey,Perez,,2:38,N,40344,0.96,1,,2016
38,"Saturday, May 14",TOR,A,TEX,L-wo,5,6,10,19-19,3,5.5,Barnette,Floyd,,3:01,N,47115,1.02,-1,,2016
39,"Sunday, May 15",TOR,A,TEX,L,6,7,,19-20,3,5.5,Bush,Chavez,Dyson,3:29,D,41327,0.91,-2,,2016
40,"Monday, May 16",TOR,H,TBR,L,2,13,,19-21,3,6.0,Smyly,Happ,,2:54,N,26516,0.9,-3,,2016
41,"Tuesday, May 17",TOR,H,TBR,L,2,12,,19-22,4,6.0,Archer,Stroman,,2:43,N,27321,0.86,-4,,2016
42,"Wednesday, May 18",TOR,H,TBR,L,3,6,,19-23,4,7.0,Odorizzi,Dickey,Colome,2:48,N,29078,0.8,-5,,2016
43,"Thursday, May 19",TOR,A,MIN,W,3,2,11,20-23,4,6.0,Osuna,Pressly,Biagini,3:07,N,25435,0.66,1,,2016
44,"Friday, May 20",TOR,A,MIN,W,9,3,,21-23,4,6.0,Sanchez,Duffey,,2:48,N,29396,0.71,2,,2016
45,"Saturday, May 21",TOR,A,MIN,L,3,5,,21-24,5,7.0,Abad,Happ,Jepsen,2:19,D,30460,0.78,-1,,2016
46,"Sunday, May 22",TOR,A,MIN,W,3,1,,22-24,5,6.0,Stroman,Hughes,Osuna,2:29,D,33421,0.68,1,,2016
47,"Tuesday, May 24",TOR,A,NYY,L,0,6,,22-25,5,7.0,Eovaldi,Dickey,,2:40,N,35174,0.79,-1,,2016
48,"Wednesday, May 25",TOR,A,NYY,W,8,4,,23-25,4,7.0,Estrada,Nova,,2:59,N,38959,0.74,1,,2016
49,"Thursday, May 26",TOR,A,NYY,W,3,1,,24-25,3,6.0,Happ,Sabathia,Osuna,2:34,D,38391,0.81,2,,2016
50,"Friday, May 27",TOR,H,BOS,W,7,5,,25-25,3,5.0,Biagini,Uehara,Osuna,2:53,N,46470,1.05,3,,2016
51,"Saturday, May 28",TOR,H,BOS,W-wo,10,9,,26-25,3,4.0,Floyd,Kimbrel,,3:37,D,48154,1.13,4,,2016
52,"Sunday, May 29",TOR,H,BOS,L,3,5,11,26-26,3,5.0,Buchholz,Floyd,Uehara,4:07,D,47916,1.19,-1,,2016
53,"Monday, May 30",TOR,H,NYY,W,4,2,,27-26,3,5.0,Estrada,Nova,Storen,2:26,N,32921,1.01,1,,2016
54,"Tuesday, May 31",TOR,H,NYY,W,4,1,,28-26,3,5.0,Biagini,Sabathia,Osuna,2:37,N,33419,1.08,2,,2016
55,"Wednesday, Jun 1",TOR,H,NYY,W,7,0,,29-26,3,4.0,Sanchez,Tanaka,,2:57,N,39512,1.1,3,,2016
56,"Friday, Jun 3",TOR,A,BOS,W,5,2,,30-26,3,2.5,Dickey,Price,Osuna,3:10,N,37129,1.37,4,,2016
57,"Saturday, Jun 4",TOR,A,BOS,L,4,6,,30-27,3,3.5,Wright,Stroman,Kimbrel,3:08,D,37762,1.46,-1,,2016
58,"Sunday, Jun 5",TOR,A,BOS,W,5,4,,31-27,3,2.5,Estrada,Rodriguez,,2:44,D,35823,1.37,1,,2016
59,"Monday, Jun 6",TOR,A,DET,L,0,11,,31-28,3,3.5,Fulmer,Happ,,2:57,N,29771,1.21,-1,,2016
60,"Tuesday, Jun 7",TOR,A,DET,L-wo,2,3,10,31-29,3,4.5,Wilson,Biagini,,3:07,N,30745,1.13,-2,,2016
61,"Wednesday, Jun 8",TOR,A,DET,W,7,2,,32-29,3,4.5,Dickey,Zimmermann,,2:56,D,36036,1.09,1,,2016
62,"Thursday, Jun 9",TOR,H,BAL,L,5,6,,32-30,3,5.5,Bundy,Osuna,Britton,3:12,N,41448,1.3,-1,,2016
63,"Friday, Jun 10",TOR,H,BAL,W-wo,4,3,10,33-30,3,4.5,Storen,Brach,,2:54,N,44439,1.24,1,,2016
64,"Saturday, Jun 11",TOR,H,BAL,W,11,6,,34-30,3,3.5,Happ,McFarland,,3:05,D,47651,1.28,2,,2016
65,"Sunday, Jun 12",TOR,H,BAL,W,10,9,,35-30,3,2.5,Sanchez,Jimenez,Grilli,3:11,D,47249,1.37,3,,2016
66,"Monday, Jun 13",TOR,H,PHI,L,0,7,,35-31,3,3.0,Eickhoff,Dickey,,2:55,N,35678,1.16,-1,,2016
67,"Tuesday, Jun 14",TOR,H,PHI,W,11,3,,36-31,3,3.0,Stroman,Eflin,,2:43,D,47066,1.15,1,,2016
68,"Wednesday, Jun 15",TOR,A,PHI,W,7,2,,37-31,3,2.0,Estrada,Hellickson,,2:51,N,24753,1.21,2,,2016
69,"Thursday, Jun 16",TOR,A,PHI,W,13,2,,38-31,3,2.0,Happ,Nola,,3:04,N,22279,1.28,3,,2016
70,"Friday, Jun 17",TOR,A,BAL,W,13,3,,39-31,2,1.0,Sanchez,Wright,,2:53,N,38306,1.62,4,,2016
71,"Saturday, Jun 18",TOR,A,BAL,L,2,4,,39-32,3,2.0,Gallardo,Dickey,Britton,2:33,D,41901,1.72,-1,,2016
72,"Sunday, Jun 19",TOR,A,BAL,L,6,11,,39-33,3,3.0,Tillman,Stroman,,3:31,D,39024,1.67,-2,,2016
73,"Tuesday, Jun 21",TOR,H,ARI,L,2,4,,39-34,3,2.5,Corbin,Estrada,Hudson,2:42,N,41838,1.26,-3,,2016
74,"Wednesday, Jun 22",TOR,H,ARI,W,5,2,,40-34,3,2.5,Happ,Ray,Osuna,2:54,D,46967,1.26,1,,2016
75,"Friday, Jun 24",TOR,A,CHW,L,2,3,,40-35,3,3.5,Jones,Chavez,Robertson,3:22,N,27196,1.39,-1,,2016
76,"Saturday, Jun 25",TOR,A,CHW,W,10,8,,41-35,3,4.0,Dickey,Gonzalez,Osuna,3:14,D,25776,1.32,1,,2016
77,"Sunday, Jun 26",TOR,A,CHW,L,2,5,,41-36,3,5.0,Sale,Stroman,Robertson,2:27,D,28345,1.31,-1,,2016
78,"Monday, Jun 27",TOR,A,COL,L,5,9,,41-37,3,5.5,Gray,Storen,,2:48,N,36419,1.22,-2,,2016
79,"Tuesday, Jun 28",TOR,A,COL,W,14,9,,42-37,3,5.5,Happ,Butler,,3:51,N,33917,1.19,1,,2016
80,"Wednesday, Jun 29",TOR,A,COL,W,5,3,,43-37,2,5.5,Sanchez,Anderson,,3:17,D,38412,1.18,2,,2016
81,"Thursday, Jun 30",TOR,H,CLE,L,1,4,,43-38,3,5.5,Carrasco,Dickey,Allen,2:33,N,41365,1.29,-1,,2016
82,"Friday, Jul 1",TOR,H,CLE,L,1,2,19,43-39,3,5.5,Bauer,Barney,,6:13,D,45825,1.24,-2,,2016
83,"Saturday, Jul 2",TOR,H,CLE,W,9,6,,44-39,3,4.5,Grilli,Otero,Osuna,3:19,D,46197,1.15,1,,2016
84,"Sunday, Jul 3",TOR,H,CLE,W,17,1,,45-39,3,3.5,Happ,Kluber,,3:10,D,45962,1.29,2,,2016
85,"Monday, Jul 4",TOR,H,KCR,W,6,2,,46-39,3,2.5,Sanchez,Volquez,,2:10,N,36438,1.4,3,,2016
86,"Tuesday, Jul 5",TOR,H,KCR,W,8,3,,47-39,2,2.5,Dickey,Young,,2:32,N,35917,1.47,4,,2016
87,"Wednesday, Jul 6",TOR,H,KCR,W,4,2,,48-39,2,2.5,Stroman,Herrera,Osuna,2:16,N,39971,1.53,5,,2016
88,"Thursday, Jul 7",TOR,H,DET,W,5,4,,49-39,2,2.0,Grilli,Wilson,Osuna,3:18,N,46283,1.56,6,,2016
89,"Friday, Jul 8",TOR,H,DET,W,6,0,,50-39,2,1.0,Happ,Pelfrey,,3:07,N,43228,1.61,7,,2016
90,"Saturday, Jul 9",TOR,H,DET,L,2,3,,50-40,2,2.0,Rondon,Grilli,Rodriguez,2:47,D,47684,1.62,-1,,2016
91,"Sunday, Jul 10",TOR,H,DET,W,6,1,,51-40,2,2.0,Dickey,Sanchez,,2:49,D,47747,1.56,1,,2016
92,"Friday, Jul 15",TOR,A,OAK,L,7,8,,51-41,3,3.0,Dull,Cecil,Madson,3:09,N,19192,1.49,-1,,2016
93,"Saturday, Jul 16",TOR,A,OAK,L,4,5,,51-42,3,4.0,Gray,Dickey,Madson,2:41,D,27510,1.52,-2,,2016
94,"Sunday, Jul 17",TOR,A,OAK,W,5,3,,52-42,3,3.0,Grilli,Axford,Osuna,3:12,D,21626,1.4,1,,2016
95,"Tuesday, Jul 19",TOR,A,ARI,W,5,1,,53-42,3,1.5,Sanchez,Godley,,2:58,N,26626,1.49,2,,2016
96,"Wednesday, Jul 20",TOR,A,ARI,W,10,4,,54-42,3,1.0,Stroman,Corbin,,2:52,D,20076,1.51,3,,2016
97,"Friday, Jul 22",TOR,H,SEA,L,1,2,,54-43,3,2.0,Paxton,Estrada,Cishek,2:41,N,46737,1.6,-1,,2016
98,"Saturday, Jul 23",TOR,H,SEA,L,5,14,,54-44,3,3.0,Iwakuma,Dickey,LeBlanc,3:18,D,47517,1.64,-2,,2016
99,"Sunday, Jul 24",TOR,H,SEA,W,2,0,,55-44,3,3.0,Happ,Miley,Osuna,2:21,D,47488,1.61,1,,2016
100,"Monday, Jul 25",TOR,H,SDP,W,4,2,,56-44,3,3.0,Sanchez,Rea,Osuna,2:41,N,41483,1.53,2,,2016
101,"Tuesday, Jul 26",TOR,H,SDP,W-wo,7,6,12,57-44,2,2.0,Chavez,Villanueva,,3:58,N,45515,1.56,3,,2016
102,"Wednesday, Jul 27",TOR,H,SDP,L,4,8,,57-45,2,2.0,Perdomo,Dickey,,2:42,D,47301,1.61,-1,,2016
103,"Friday, Jul 29",TOR,H,BAL,W,6,5,,58-45,2,0.5,Estrada,Gausman,Osuna,2:45,N,46112,2.28,1,,2016
104,"Saturday, Jul 30",TOR,H,BAL,W,9,1,,59-45,1,up 0.5,Happ,Gallardo,,2:52,D,47305,2.23,2,,2016
105,"Sunday, Jul 31",TOR,H,BAL,L,2,6,12,59-46,2,0.5,Givens,Morales,,3:47,D,46792,2.32,-1,,2016
106,"Monday, Aug 1",TOR,A,HOU,L-wo,1,2,14,59-47,2,1.0,Feliz,Feldman,,4:05,N,20623,1.79,-2,,2016
107,"Tuesday, Aug 2",TOR,A,HOU,W,2,1,,60-47,2,1.0,Dickey,McCullers,Grilli,2:40,N,24399,1.85,1,,2016
108,"Wednesday, Aug 3",TOR,A,HOU,W,3,1,,61-47,2,1.0,Estrada,McHugh,Osuna,2:31,N,29399,1.85,2,,2016
109,"Thursday, Aug 4",TOR,A,HOU,W,4,1,,62-47,1,Tied,Happ,Fiers,Osuna,2:41,N,23190,1.83,3,,2016
110,"Friday, Aug 5",TOR,A,KCR,W,4,3,,63-47,1,Tied,Cecil,Herrera,Benoit,2:40,N,31831,1.69,4,,2016
111,"Saturday, Aug 6",TOR,A,KCR,L,2,4,,63-48,1,Tied,Duffy,Sanchez,Herrera,2:36,N,35986,1.68,-1,,2016
112,"Sunday, Aug 7",TOR,A,KCR,L,1,7,,63-49,2,1.0,Ventura,Stroman,,2:39,D,25830,1.72,-2,,2016
113,"Monday, Aug 8",TOR,H,TBR,W,7,5,,64-49,1,Tied,Benoit,Cedeno,Osuna,3:13,N,43812,1.75,1,,2016
114,"Tuesday, Aug 9",TOR,H,TBR,L,2,9,,64-50,1,Tied,Smyly,Estrada,Ramirez,2:56,N,43134,1.7,-1,,2016
115,"Wednesday, Aug 10",TOR,H,TBR,W,7,0,,65-50,1,up 1.0,Happ,Snell,,3:01,N,45501,1.81,1,,2016
116,"Friday, Aug 12",TOR,H,HOU,L,3,5,,65-51,2,0.5,Musgrove,Liriano,Harris,2:49,N,46330,1.9,-1,,2016
117,"Saturday, Aug 13",TOR,H,HOU,W,4,2,,66-51,1,up 0.5,Sanchez,McHugh,Osuna,2:35,D,47505,1.96,1,,2016
118,"Sunday, Aug 14",TOR,H,HOU,W,9,2,,67-51,1,up 0.5,Stroman,Fiers,,2:59,D,47261,1.98,2,,2016
119,"Monday, Aug 15",TOR,A,NYY,L,0,1,,67-52,1,Tied,Green,Dickey,Betances,2:55,N,36015,2.01,-1,,2016
120,"Tuesday, Aug 16",TOR,A,NYY,W,12,6,,68-52,1,up 1.0,Feldman,Warren,,3:09,N,31874,2.07,1,,2016
121,"Wednesday, Aug 17",TOR,A,NYY,W,7,4,,69-52,1,up 1.0,Happ,Sabathia,Osuna,2:47,D,37736,1.93,2,,2016
122,"Friday, Aug 19",TOR,A,CLE,L-wo,2,3,,69-53,1,up 0.5,Manship,Osuna,,2:27,N,30665,1.89,-1,,2016
123,"Saturday, Aug 20",TOR,A,CLE,W,6,5,,70-53,1,up 0.5,Biagini,Tomlin,Osuna,3:00,N,33604,1.86,1,,2016
124,"Sunday, Aug 21",TOR,A,CLE,L,2,3,,70-54,1,up 0.5,Clevinger,Cecil,Allen,2:53,D,26696,1.88,-1,,2016
125,"Tuesday, Aug 23",TOR,H,LAA,W,7,2,,71-54,1,Tied,Dickey,Skaggs,,2:38,N,46696,1.88,1,,2016
126,"Wednesday, Aug 24",TOR,H,LAA,L,2,8,,71-55,1,Tied,Shoemaker,Estrada,,3:21,N,44404,1.85,-1,,2016
127,"Thursday, Aug 25",TOR,H,LAA,L,3,6,,71-56,1,Tied,Weaver,Happ,,3:06,N,46273,1.96,-2,,2016
128,"Friday, Aug 26",TOR,H,MIN,W,15,8,,72-56,1,up 1.0,Liriano,Dean,,3:11,N,42534,2.11,1,,2016
